IR,QC,QD,Tavg,Tmin,Tmax,chargetime,cycle,battery_id,cycle_life,C1,Q1,C2
0.016683301,1.0761299,1.0762365,31.53051338571417,29.352417,35.370975,13.426871666666313,80.0,b1c0,1190.0,3.6,80.0,3.6
0.016681612,1.076085,1.0762444,31.518574817029013,29.335575,35.33733,13.426986666666926,81.0,b1c0,1190.0,3.6,80.0,3.6
0.016671911,1.0761567,1.0761995,31.52693188117955,29.330212,35.307102,13.425126666666863,82.0,b1c0,1190.0,3.6,80.0,3.6
0.016673397,1.0760849,1.0761882,31.479588027728106,29.245579,35.204979,13.34269333333359,83.0,b1c0,1190.0,3.6,80.0,3.6
0.016668409,1.0750401,1.0762265,31.49053318749999,29.308577,35.233223,13.357466666667218,84.0,b1c0,1190.0,3.6,80.0,3.6
0.016641073,1.0747057,1.0763329,31.476273357267985,29.219269,35.271553,13.442350000000442,85.0,b1c0,1190.0,3.6,80.0,3.6
0.016650965,1.0761027,1.0760512,31.52863617132549,29.226025,35.333958,13.341596666666252,86.0,b1c0,1190.0,3.6,80.0,3.6
0.016624492,1.0760133,1.0762264,31.510697337899575,29.144773,35.274235,13.425973333333967,87.0,b1c0,1190.0,3.6,80.0,3.6
0.016655143,1.0760144,1.076053,31.461302417194517,29.118731,35.305992,13.424228333332575,88.0,b1c0,1190.0,3.6,80.0,3.6
0.016640818,1.0759495,1.0749464,31.526110412655907,29.1287,35.349518,13.340766666666605,89.0,b1c0,1190.0,3.6,80.0,3.6
0.016659595,1.0759265,1.0761249,31.53868829528985,29.164095,35.454964,13.341036666666817,90.0,b1c0,1190.0,3.6,80.0,3.6
0.016659312,1.075608,1.0760405,31.554677546762584,29.157156,35.466129,13.341866666666466,91.0,b1c0,1190.0,3.6,80.0,3.6
0.016658721,1.0758345,1.0748079,31.563948965485885,29.262199,35.478794,13.427616666666776,92.0,b1c0,1190.0,3.6,80.0,3.6
0.016683126,1.0758312,1.0759902,31.54121852650182,29.170433,35.363525,13.425455000000268,93.0,b1c0,1190.0,3.6,80.0,3.6
0.016674941,1.0758066,1.0758985,31.574045457777743,29.276695,35.452133,13.34087666666698,94.0,b1c0,1190.0,3.6,80.0,3.6
0.016697964,1.0757412,1.0758245,31.566971697416967,29.317274,35.386295,13.425788333332942,95.0,b1c0,1190.0,3.6,80.0,3.6
0.0166901,1.0756656,1.0758753,31.51917026210042,29.271948,35.358341,13.425608333333123,96.0,b1c0,1190.0,3.6,80.0,3.6
0.016677959,1.0756727,1.0758419,31.528216985650218,29.279968,35.35358,13.341813333332539,97.0,b1c0,1190.0,3.6,80.0,3.6
0.016689988,1.075615,1.0759112,31.499989871908138,29.252008,35.342964,13.341104999999516,98.0,b1c0,1190.0,3.6,80.0,3.6
0.016680306,1.0756218,1.0758784,31.5382938929219,29.227882,35.381123,13.341771666666803,99.0,b1c0,1190.0,3.6,80.0,3.6
0.016667154,1.075726,1.0759126,31.58271535545448,29.254869,35.424797,13.340761666667337,100.0,b1c0,1190.0,3.6,80.0,3.6
0.016649913,1.0753505,1.0758415,31.559121760425878,29.237028,35.36285,13.342673333333611,101.0,b1c0,1190.0,3.6,80.0,3.6
0.016635951,1.0749074,1.0757886,31.60683999078344,29.223787,35.540737,13.34219166666735,102.0,b1c0,1190.0,3.6,80.0,3.6
0.016665185,1.0755031,1.0758218,31.604615734119836,29.239134,35.500954,13.341169999999693,103.0,b1c0,1190.0,3.6,80.0,3.6
0.016676938,1.0755662,1.0757833,31.600723983899826,29.246267,35.543179,13.425434999999318,104.0,b1c0,1190.0,3.6,80.0,3.6
0.016684875,1.0723299,1.0758278,31.53834319999996,29.236509,35.455833,13.391468333332645,105.0,b1c0,1190.0,3.6,80.0,3.6
0.016692117,1.0745033,1.0758644,31.591416704873584,29.283159,35.55703,13.357718333333226,106.0,b1c0,1190.0,3.6,80.0,3.6
0.016698901,1.0755292,1.0756383,31.533000112499952,29.373734,35.417278,13.340049999999852,107.0,b1c0,1190.0,3.6,80.0,3.6
0.016711168,1.0755377,1.0757459,31.558687182805382,29.406172,35.407883,13.342545000000003,108.0,b1c0,1190.0,3.6,80.0,3.6
0.016710438,1.0754865,1.0757282,31.545772507569094,29.289894,35.411259,13.342545000000003,109.0,b1c0,1190.0,3.6,80.0,3.6
0.016707964,1.0755172,1.0756657,31.524094401969535,29.384764,35.364845,13.427188333333334,110.0,b1c0,1190.0,3.6,80.0,3.6
0.016704768,1.0754832,1.0756232,31.531901671748898,29.399357,35.413849,13.341828333333327,111.0,b1c0,1190.0,3.6,80.0,3.6
0.016708335,1.0754611,1.0756211,31.488184477517965,29.312763,35.404949,13.426580000000012,112.0,b1c0,1190.0,3.6,80.0,3.6
0.016698426,1.0754857,1.0756699,31.55943732709443,29.287565,35.475403,13.425344999999986,113.0,b1c0,1190.0,3.6,80.0,3.6
0.016710207,1.0754497,1.0755961,31.634989300270522,29.37891,35.46357,13.343665000000025,114.0,b1c0,1190.0,3.6,80.0,3.6
0.016706221,1.075233,1.0741987,31.51704521383645,29.11153,35.423832,13.425728333333366,115.0,b1c0,1190.0,3.6,80.0,3.6
0.016697131,1.068802,1.0756382,31.427050802148628,28.985664,35.464062,13.44033166666668,116.0,b1c0,1190.0,3.6,80.0,3.6
0.016651453,1.0721687,1.0756032,31.498589909982176,29.145594,35.380379,13.391741666666652,117.0,b1c0,1190.0,3.6,80.0,3.6
0.016643099,1.0742291,1.0755146,31.51936347922197,29.130779,35.355076,13.442215000000033,118.0,b1c0,1190.0,3.6,80.0,3.6
0.016665339,1.0752661,1.0755045,31.543925728440342,29.162645,35.389511,13.34173833333328,119.0,b1c0,1190.0,3.6,80.0,3.6
0.016672738,1.0752294,1.0753888,31.56520481818176,29.131632,35.498684,13.4250933333334,120.0,b1c0,1190.0,3.6,80.0,3.6
0.016691707,1.0748357,1.0752513,31.60590657378555,29.145052,35.56274,13.341116666666615,121.0,b1c0,1190.0,3.6,80.0,3.6
0.016706176,1.0750352,1.075214,31.567218993624746,29.144136,35.537201,13.427148333333388,122.0,b1c0,1190.0,3.6,80.0,3.6
0.016706742,1.0750656,1.0752245,31.553027858281688,29.156786,35.517334,13.425948333333388,123.0,b1c0,1190.0,3.6,80.0,3.6
0.016705314,1.074984,1.0751811,31.524721081996496,29.178524,35.547901,13.341861666666592,124.0,b1c0,1190.0,3.6,80.0,3.6
0.016714437,1.0749904,1.0752125,31.536229895870722,29.205584,35.537548,13.425150000000091,125.0,b1c0,1190.0,3.6,80.0,3.6
0.01669752,1.0750037,1.0752281,31.583069843033538,29.312574,35.590725,13.342126666666688,126.0,b1c0,1190.0,3.6,80.0,3.6
0.016692501,1.0750256,1.07524,31.57977376486245,29.273701,35.619534,13.42832166666667,127.0,b1c0,1190.0,3.6,80.0,3.6
0.01668983,1.0750656,1.0752876,31.650463327913265,29.401726,35.575253,13.341689999999895,128.0,b1c0,1190.0,3.6,80.0,3.6
0.016694255,1.0750742,1.0752187,31.62926016844924,29.498045,35.552776,13.341328333333392,129.0,b1c0,1190.0,3.6,80.0,3.6
0.016695395,1.0749891,1.075147,31.644433071681355,29.431383,35.54414,13.341740000000089,130.0,b1c0,1190.0,3.6,80.0,3.6
0.016718823,1.0749469,1.0751264,31.53052584513277,29.286222,35.452667,13.340380000000005,131.0,b1c0,1190.0,3.6,80.0,3.6
0.016711235,1.0743481,1.0737574,31.517853376599636,29.201811,35.513676,13.425828333333387,132.0,b1c0,1190.0,3.6,80.0,3.6
0.016729767,1.0745777,1.0747384,31.481257102820738,29.180124,35.465786,13.425758333333215,133.0,b1c0,1190.0,3.6,80.0,3.6
0.01672427,1.0738007,1.0744451,31.48628388686133,29.183289,35.465542,13.4251933333333,134.0,b1c0,1190.0,3.6,80.0,3.6
0.016716719,1.0747058,1.0728469,31.48081783971503,29.180574,35.439861,13.340639999999985,135.0,b1c0,1190.0,3.6,80.0,3.6
0.016700022,1.0734473,1.0728441,31.54007950045157,29.248775,35.517666,13.441751666666823,136.0,b1c0,1190.0,3.6,80.0,3.6
0.016711231,1.0742463,1.07452,31.53582514246818,29.242628,35.474842,13.341196666666656,137.0,b1c0,1190.0,3.6,80.0,3.6
0.016716568,1.0730631,1.073329,31.52885765036233,29.227463,35.433132,13.357310000000144,138.0,b1c0,1190.0,3.6,80.0,3.6
0.01672419,1.0744367,1.0747689,31.500959574795942,29.173939,35.438541,13.3414916666666,139.0,b1c0,1190.0,3.6,80.0,3.6
0.016733216,1.0737979,1.0747482,31.51329538227393,29.231043,35.502125,13.342188333333374,140.0,b1c0,1190.0,3.6,80.0,3.6
0.01674276,1.0743312,1.0710337,31.521700023550718,29.174736,35.494083,13.423006666666575,141.0,b1c0,1190.0,3.6,80.0,3.6
0.016741149,1.0733076,1.0746664,31.444934839111113,29.104004,35.43948,13.340493333333143,142.0,b1c0,1190.0,3.6,80.0,3.6
0.01673156,1.0733707,1.0747198,31.429818875448067,29.082012,35.372574,13.357469999999982,143.0,b1c0,1190.0,3.6,80.0,3.6
0.016738918,1.0733631,1.0746906,31.405488612226208,29.123358,35.464233,13.358108333333318,144.0,b1c0,1190.0,3.6,80.0,3.6
0.016727164,1.073369,1.0721986,31.491021824420642,29.136414,35.514103,13.358054999999876,145.0,b1c0,1190.0,3.6,80.0,3.6
0.016724657,1.0732602,1.0733948,31.51862606255586,29.213858,35.456879,13.441808333333272,146.0,b1c0,1190.0,3.6,80.0,3.6
0.016718982,1.0739667,1.0745389,31.54888291140353,29.23617,35.582253,13.34043499999995,147.0,b1c0,1190.0,3.6,80.0,3.6
0.016738424,1.0737541,1.0743873,31.530017511457313,29.191711,35.506378,13.34140833333319,148.0,b1c0,1190.0,3.6,80.0,3.6
0.016757952,1.0737549,1.0740879,31.490034345083554,29.097111,35.474022,13.426723333333454,149.0,b1c0,1190.0,3.6,80.0,3.6
0.016753012,1.0740372,1.0744152,31.4158140889309,29.100105,35.39584,13.426723333333454,150.0,b1c0,1190.0,3.6,80.0,3.6
0.01674024,1.0731764,1.074378,31.421817857894744,29.09337,35.447872,13.425454999999783,151.0,b1c0,1190.0,3.6,80.0,3.6
0.016740628,1.0702136,1.0743593,31.39448198585318,29.163517,35.450466,13.443241666666776,152.0,b1c0,1190.0,3.6,80.0,3.6
0.016748846,1.071237,1.0742767,31.38326036330938,29.054762,35.410675,13.358890000000248,153.0,b1c0,1190.0,3.6,80.0,3.6
0.016747372,1.070415,1.0742306,31.409917090232586,29.037668,35.375988,13.461406666666639,154.0,b1c0,1190.0,3.6,80.0,3.6
0.016751025,1.0736061,1.0739679,31.325286911312183,28.902382,35.466473,13.425185000000056,155.0,b1c0,1190.0,3.6,80.0,3.6
0.016734676,1.0741508,1.0732156,31.432726470694398,29.059452,35.555653,13.342568333333475,156.0,b1c0,1190.0,3.6,80.0,3.6
0.016726201,1.0741885,1.0736821,31.48506421193235,29.114067,35.505966,13.342445000000104,157.0,b1c0,1190.0,3.6,80.0,3.6
0.016730631,1.074113,1.0737848,31.52308864973261,29.212484,35.538151,13.340438333333198,158.0,b1c0,1190.0,3.6,80.0,3.6
0.016725052,1.0742009,1.0738961,31.5022218629032,29.183147,35.552788,13.424934999999824,159.0,b1c0,1190.0,3.6,80.0,3.6
0.016734798,1.0706693,1.0742747,31.587237377122452,29.308641,35.645218,13.391196666666655,160.0,b1c0,1190.0,3.6,80.0,3.6
0.016746862,1.0706372,1.0730073,31.574540712737193,29.214594,35.597042,13.391806666666525,161.0,b1c0,1190.0,3.6,80.0,3.6
0.016741382,1.0684314,1.0730597,31.542014718246897,29.205326,35.553051,13.508351666666567,162.0,b1c0,1190.0,3.6,80.0,3.6
0.016747773,1.0738164,1.0715735,31.49692466696505,29.201221,35.505348,13.427051666666618,163.0,b1c0,1190.0,3.6,80.0,3.6
0.016768474,1.0737209,1.071436,31.478508347145404,29.184296,35.508121,13.340541666666589,164.0,b1c0,1190.0,3.6,80.0,3.6
0.0167647,1.0701112,1.0687023,31.503456268738578,29.10697,35.537621,13.389770000000135,165.0,b1c0,1190.0,3.6,80.0,3.6
0.016764032,1.0722914,1.0677084,31.530218365523506,29.192505,35.61272,13.442658333333384,166.0,b1c0,1190.0,3.6,80.0,3.6
0.016754109,1.071817,1.0725,31.596722553636262,29.295553,35.665218,13.442238333333323,167.0,b1c0,1190.0,3.6,80.0,3.6
0.016711727,1.0733327,1.0736258,31.758396750905817,29.486216,35.853916,13.342443333333359,168.0,b1c0,1190.0,3.6,80.0,3.6
0.016647922,1.0739535,1.0730176,31.839695619135195,29.565472,35.869659,13.341409999999936,169.0,b1c0,1190.0,3.6,80.0,3.6
0.016633736,1.0729719,1.0737669,31.939880885171753,29.634661,35.821064,13.357395000000057,170.0,b1c0,1190.0,3.6,80.0,3.6
0.016658876,1.0732769,1.0739388,31.75590475403956,29.429443,35.666019,13.426108333333104,171.0,b1c0,1190.0,3.6,80.0,3.6
0.016717143,1.0713981,1.0714852,31.545121975892823,29.192005,35.48465,13.441624999999961,172.0,b1c0,1190.0,3.6,80.0,3.6
0.016759157,1.0720751,1.0713842,31.520493144784243,29.161539,35.578602,13.424481666666786,173.0,b1c0,1190.0,3.6,80.0,3.6
0.01675274,1.0705087,1.0700154,31.4882953545454,29.221449,35.583229,13.42563999999984,174.0,b1c0,1190.0,3.6,80.0,3.6
0.016731106,1.0725451,1.0639316,31.664746117021288,29.321186,35.788574,13.341128333333472,175.0,b1c0,1190.0,3.6,80.0,3.6
0.016656866,1.073136,1.0678089,31.85674528787876,29.599669,35.915943,13.424885000000359,176.0,b1c0,1190.0,3.6,80.0,3.6
0.016611878,1.0727977,1.0715845,31.997926965360058,29.689352,35.999844,13.357136666667065,177.0,b1c0,1190.0,3.6,80.0,3.6
0.016591484,1.0739754,1.0691396,32.0448217203238,29.75983,36.030827,13.422901666666924,178.0,b1c0,1190.0,3.6,80.0,3.6
0.016588649,1.0737643,1.07152,32.04385341155555,29.794561,36.035019,13.340119999999782,179.0,b1c0,1190.0,3.6,80.0,3.6
0.016605705,1.0729252,1.0702107,31.953548717162942,29.694616,35.947884,13.425319999999678,180.0,b1c0,1190.0,3.6,80.0,3.6
0.016623458,1.0711809,1.0714779,31.844318040504113,29.56938,35.705002,13.37560999999987,181.0,b1c0,1190.0,3.6,80.0,3.6
0.016670227,1.0735635,1.0737666,31.574311358490593,29.223757,35.555653,13.425740000000223,182.0,b1c0,1190.0,3.6,80.0,3.6
0.016746096,1.0732386,1.0734777,31.419651937163334,29.045988,35.54538,13.34061500000001,183.0,b1c0,1190.0,3.6,80.0,3.6
0.016736848,1.0711122,1.0734123,31.540480136111135,29.076326,35.659203,13.374601666666665,184.0,b1c0,1190.0,3.6,80.0,3.6
0.016737927,1.0728664,1.0733159,31.54372588790035,29.106632,35.62376,13.427218333332954,185.0,b1c0,1190.0,3.6,80.0,3.6
0.016736824,1.0684749,1.0732638,31.563678734950567,29.102774,35.636375,13.390871666666742,186.0,b1c0,1190.0,3.6,80.0,3.6
0.016757375,1.0712553,1.0731425,31.549239633423213,29.065409,35.685463,13.425856666667096,187.0,b1c0,1190.0,3.6,80.0,3.6
0.016761232,1.0720451,1.072943,31.49533054379561,29.192059,35.644863,13.341423333333417,188.0,b1c0,1190.0,3.6,80.0,3.6
0.016776931,1.0726497,1.0719339,31.51565350184501,29.141254,35.662773,13.425616666666368,189.0,b1c0,1190.0,3.6,80.0,3.6
0.016770208,1.0709891,1.0716102,31.533115429475494,29.156162,35.641518,13.460416666666667,190.0,b1c0,1190.0,3.6,80.0,3.6
0.016782723,1.0731412,1.0724705,31.505368524193504,29.201542,35.652943,13.340864999999758,191.0,b1c0,1190.0,3.6,80.0,3.6
0.016771089,1.07309,1.0728638,31.513312968028416,29.160769,35.605743,13.342445000000104,192.0,b1c0,1190.0,3.6,80.0,3.6
0.016751757,1.0730346,1.0730959,31.62494688869096,29.310295,35.761753,13.425176666666326,193.0,b1c0,1190.0,3.6,80.0,3.6
0.01672929,1.0708399,1.0696446,31.74891063496372,29.415293,35.85096,13.459933333333659,194.0,b1c0,1190.0,3.6,80.0,3.6
0.016665393,1.0711057,1.0709413,31.893599026079087,29.54936,36.043293,13.460805000000013,195.0,b1c0,1190.0,3.6,80.0,3.6
0.016617596,1.0721551,1.0647488,32.0085870090253,29.704496,36.025646,13.427254999999423,196.0,b1c0,1190.0,3.6,80.0,3.6
0.016626829,1.0717896,1.067211,31.927713282647634,29.643972,35.907764,13.425606666666377,197.0,b1c0,1190.0,3.6,80.0,3.6
0.016684754,1.071728,1.0692852,31.783367571428666,29.366034,35.675274,13.341804999999779,198.0,b1c0,1190.0,3.6,80.0,3.6
0.016735243,1.071677,1.0644047,31.548535039568392,29.178431,35.631119,13.356443333333784,199.0,b1c0,1190.0,3.6,80.0,3.6
